steps,date,interval
00,2012-10-29,640,weekday
00,2012-10-29,645,weekday
00,2012-10-29,650,weekday
00,2012-10-29,655,weekday
00,2012-10-29,700,weekday
1313,2012-10-29,705,weekday
1414,2012-10-29,710,weekday
5151,2012-10-29,715,weekday
00,2012-10-29,720,weekday
00,2012-10-29,725,weekday
7676,2012-10-29,730,weekday
167167,2012-10-29,735,weekday
401401,2012-10-29,740,weekday
397397,2012-10-29,745,weekday
3535,2012-10-29,750,weekday
3636,2012-10-29,755,weekday
1212,2012-10-29,800,weekday
1616,2012-10-29,805,weekday
3232,2012-10-29,810,weekday
2323,2012-10-29,815,weekday
6767,2012-10-29,820,weekday
00,2012-10-29,825,weekday
4040,2012-10-29,830,weekday
5656,2012-10-29,835,weekday
6464,2012-10-29,840,weekday
117117,2012-10-29,845,weekday
00,2012-10-29,850,weekday
00,2012-10-29,855,weekday
44,2012-10-29,900,weekday
00,2012-10-29,905,weekday
00,2012-10-29,910,weekday
00,2012-10-29,915,weekday
00,2012-10-29,920,weekday
00,2012-10-29,925,weekday
00,2012-10-29,930,weekday
00,2012-10-29,935,weekday
00,2012-10-29,940,weekday
00,2012-10-29,945,weekday
00,2012-10-29,950,weekday
129129,2012-10-29,955,weekday
104104,2012-10-29,1000,weekday
00,2012-10-29,1005,weekday
00,2012-10-29,1010,weekday
00,2012-10-29,1015,weekday
00,2012-10-29,1020,weekday
00,2012-10-29,1025,weekday
00,2012-10-29,1030,weekday
00,2012-10-29,1035,weekday
00,2012-10-29,1040,weekday
00,2012-10-29,1045,weekday
00,2012-10-29,1050,weekday
00,2012-10-29,1055,weekday
00,2012-10-29,1100,weekday
00,2012-10-29,1105,weekday
77,2012-10-29,1110,weekday
00,2012-10-29,1115,weekday
00,2012-10-29,1120,weekday
00,2012-10-29,1125,weekday
00,2012-10-29,1130,weekday
00,2012-10-29,1135,weekday
00,2012-10-29,1140,weekday
1313,2012-10-29,1145,weekday
2020,2012-10-29,1150,weekday
00,2012-10-29,1155,weekday
00,2012-10-29,1200,weekday
00,2012-10-29,1205,weekday
00,2012-10-29,1210,weekday
5959,2012-10-29,1215,weekday
00,2012-10-29,1220,weekday
00,2012-10-29,1225,weekday
00,2012-10-29,1230,weekday
00,2012-10-29,1235,weekday
00,2012-10-29,1240,weekday
1313,2012-10-29,1245,weekday
00,2012-10-29,1250,weekday
00,2012-10-29,1255,weekday
00,2012-10-29,1300,weekday
00,2012-10-29,1305,weekday
00,2012-10-29,1310,weekday
00,2012-10-29,1315,weekday
2525,2012-10-29,1320,weekday
00,2012-10-29,1325,weekday
00,2012-10-29,1330,weekday
00,2012-10-29,1335,weekday
00,2012-10-29,1340,weekday
00,2012-10-29,1345,weekday
00,2012-10-29,1350,weekday
00,2012-10-29,1355,weekday
104104,2012-10-29,1400,weekday
5959,2012-10-29,1405,weekday
00,2012-10-29,1410,weekday
00,2012-10-29,1415,weekday
00,2012-10-29,1420,weekday
00,2012-10-29,1425,weekday
00,2012-10-29,1430,weekday
2020,2012-10-29,1435,weekday
00,2012-10-29,1440,weekday
00,2012-10-29,1445,weekday
00,2012-10-29,1450,weekday
00,2012-10-29,1455,weekday
00,2012-10-29,1500,weekday
00,2012-10-29,1505,weekday
00,2012-10-29,1510,weekday
00,2012-10-29,1515,weekday
00,2012-10-29,1520,weekday
00,2012-10-29,1525,weekday
00,2012-10-29,1530,weekday
5656,2012-10-29,1535,weekday
00,2012-10-29,1540,weekday
00,2012-10-29,1545,weekday
00,2012-10-29,1550,weekday
00,2012-10-29,1555,weekday
00,2012-10-29,1600,weekday
00,2012-10-29,1605,weekday
00,2012-10-29,1610,weekday
00,2012-10-29,1615,weekday
00,2012-10-29,1620,weekday
4444,2012-10-29,1625,weekday
00,2012-10-29,1630,weekday
00,2012-10-29,1635,weekday
00,2012-10-29,1640,weekday
00,2012-10-29,1645,weekday
00,2012-10-29,1650,weekday
00,2012-10-29,1655,weekday
00,2012-10-29,1700,weekday
00,2012-10-29,1705,weekday
00,2012-10-29,1710,weekday
77,2012-10-29,1715,weekday
4949,2012-10-29,1720,weekday
5353,2012-10-29,1725,weekday
2020,2012-10-29,1730,weekday
113113,2012-10-29,1735,weekday
1313,2012-10-29,1740,weekday
7979,2012-10-29,1745,weekday
128128,2012-10-29,1750,weekday
108108,2012-10-29,1755,weekday
6262,2012-10-29,1800,weekday
88,2012-10-29,1805,weekday
3939,2012-10-29,1810,weekday
6060,2012-10-29,1815,weekday
7575,2012-10-29,1820,weekday
174174,2012-10-29,1825,weekday
6060,2012-10-29,1830,weekday
5959,2012-10-29,1835,weekday
8282,2012-10-29,1840,weekday
3737,2012-10-29,1845,weekday
00,2012-10-29,1850,weekday
00,2012-10-29,1855,weekday
00,2012-10-29,1900,weekday
7878,2012-10-29,1905,weekday
00,2012-10-29,1910,weekday
00,2012-10-29,1915,weekday
00,2012-10-29,1920,weekday
00,2012-10-29,1925,weekday
00,2012-10-29,1930,weekday
00,2012-10-29,1935,weekday
00,2012-10-29,1940,weekday
00,2012-10-29,1945,weekday
00,2012-10-29,1950,weekday
00,2012-10-29,1955,weekday
00,2012-10-29,2000,weekday
00,2012-10-29,2005,weekday
00,2012-10-29,2010,weekday
00,2012-10-29,2015,weekday
00,2012-10-29,2020,weekday
00,2012-10-29,2025,weekday
00,2012-10-29,2030,weekday
00,2012-10-29,2035,weekday
5959,2012-10-29,2040,weekday
194194,2012-10-29,2045,weekday
591591,2012-10-29,2050,weekday
349349,2012-10-29,2055,weekday
4444,2012-10-29,2100,weekday
00,2012-10-29,2105,weekday
6464,2012-10-29,2110,weekday
3232,2012-10-29,2115,weekday
4545,2012-10-29,2120,weekday
1818,2012-10-29,2125,weekday
00,2012-10-29,2130,weekday
00,2012-10-29,2135,weekday
00,2012-10-29,2140,weekday
00,2012-10-29,2145,weekday
00,2012-10-29,2150,weekday
4444,2012-10-29,2155,weekday
00,2012-10-29,2200,weekday
00,2012-10-29,2205,weekday
00,2012-10-29,2210,weekday
00,2012-10-29,2215,weekday
00,2012-10-29,2220,weekday
00,2012-10-29,2225,weekday
00,2012-10-29,2230,weekday
00,2012-10-29,2235,weekday
00,2012-10-29,2240,weekday
00,2012-10-29,2245,weekday
00,2012-10-29,2250,weekday
00,2012-10-29,2255,weekday
00,2012-10-29,2300,weekday
00,2012-10-29,2305,weekday
00,2012-10-29,2310,weekday
00,2012-10-29,2315,weekday
00,2012-10-29,2320,weekday
00,2012-10-29,2325,weekday
00,2012-10-29,2330,weekday
00,2012-10-29,2335,weekday
00,2012-10-29,2340,weekday
00,2012-10-29,2345,weekday
00,2012-10-29,2350,weekday
00,2012-10-29,2355,weekday
00,2012-10-30,0,weekday
00,2012-10-30,5,weekday
00,2012-10-30,10,weekday
00,2012-10-30,15,weekday
00,2012-10-30,20,weekday
00,2012-10-30,25,weekday
00,2012-10-30,30,weekday
00,2012-10-30,35,weekday
00,2012-10-30,40,weekday
00,2012-10-30,45,weekday
00,2012-10-30,50,weekday
00,2012-10-30,55,weekday
00,2012-10-30,100,weekday
00,2012-10-30,105,weekday
00,2012-10-30,110,weekday
00,2012-10-30,115,weekday
00,2012-10-30,120,weekday
00,2012-10-30,125,weekday
00,2012-10-30,130,weekday
00,2012-10-30,135,weekday
00,2012-10-30,140,weekday
00,2012-10-30,145,weekday
00,2012-10-30,150,weekday
00,2012-10-30,155,weekday
00,2012-10-30,200,weekday
00,2012-10-30,205,weekday
00,2012-10-30,210,weekday
00,2012-10-30,215,weekday
00,2012-10-30,220,weekday
00,2012-10-30,225,weekday
00,2012-10-30,230,weekday
00,2012-10-30,235,weekday
00,2012-10-30,240,weekday
00,2012-10-30,245,weekday
00,2012-10-30,250,weekday
00,2012-10-30,255,weekday
00,2012-10-30,300,weekday
00,2012-10-30,305,weekday
00,2012-10-30,310,weekday
00,2012-10-30,315,weekday
00,2012-10-30,320,weekday
00,2012-10-30,325,weekday
00,2012-10-30,330,weekday
00,2012-10-30,335,weekday
00,2012-10-30,340,weekday
00,2012-10-30,345,weekday
00,2012-10-30,350,weekday
00,2012-10-30,355,weekday
00,2012-10-30,400,weekday
00,2012-10-30,405,weekday
00,2012-10-30,410,weekday
00,2012-10-30,415,weekday
00,2012-10-30,420,weekday
00,2012-10-30,425,weekday
00,2012-10-30,430,weekday
00,2012-10-30,435,weekday
00,2012-10-30,440,weekday
00,2012-10-30,445,weekday
00,2012-10-30,450,weekday
00,2012-10-30,455,weekday
00,2012-10-30,500,weekday
00,2012-10-30,505,weekday
00,2012-10-30,510,weekday
00,2012-10-30,515,weekday
00,2012-10-30,520,weekday
00,2012-10-30,525,weekday
00,2012-10-30,530,weekday
00,2012-10-30,535,weekday
00,2012-10-30,540,weekday
00,2012-10-30,545,weekday
00,2012-10-30,550,weekday
00,2012-10-30,555,weekday
00,2012-10-30,600,weekday
00,2012-10-30,605,weekday
66,2012-10-30,610,weekday
4141,2012-10-30,615,weekday
00,2012-10-30,620,weekday
3333,2012-10-30,625,weekday
6161,2012-10-30,630,weekday
00,2012-10-30,635,weekday
5454,2012-10-30,640,weekday
6969,2012-10-30,645,weekday
00,2012-10-30,650,weekday
00,2012-10-30,655,weekday
1111,2012-10-30,700,weekday
8181,2012-10-30,705,weekday
3939,2012-10-30,710,weekday
2222,2012-10-30,715,weekday
00,2012-10-30,720,weekday
3131,2012-10-30,725,weekday
00,2012-10-30,730,weekday
178178,2012-10-30,735,weekday
3333,2012-10-30,740,weekday
137137,2012-10-30,745,weekday
2525,2012-10-30,750,weekday
2828,2012-10-30,755,weekday
1515,2012-10-30,800,weekday
2525,2012-10-30,805,weekday
00,2012-10-30,810,weekday
7575,2012-10-30,815,weekday
00,2012-10-30,820,weekday
00,2012-10-30,825,weekday
00,2012-10-30,830,weekday
00,2012-10-30,835,weekday
00,2012-10-30,840,weekday
00,2012-10-30,845,weekday
55,2012-10-30,850,weekday
00,2012-10-30,855,weekday
00,2012-10-30,900,weekday
00,2012-10-30,905,weekday
00,2012-10-30,910,weekday
00,2012-10-30,915,weekday
00,2012-10-30,920,weekday
00,2012-10-30,925,weekday
00,2012-10-30,930,weekday
00,2012-10-30,935,weekday
00,2012-10-30,940,weekday
00,2012-10-30,945,weekday
00,2012-10-30,950,weekday
00,2012-10-30,955,weekday
00,2012-10-30,1000,weekday
00,2012-10-30,1005,weekday
00,2012-10-30,1010,weekday
00,2012-10-30,1015,weekday
00,2012-10-30,1020,weekday
00,2012-10-30,1025,weekday
00,2012-10-30,1030,weekday
00,2012-10-30,1035,weekday
00,2012-10-30,1040,weekday
00,2012-10-30,1045,weekday
00,2012-10-30,1050,weekday
00,2012-10-30,1055,weekday
00,2012-10-30,1100,weekday
00,2012-10-30,1105,weekday
00,2012-10-30,1110,weekday
44,2012-10-30,1115,weekday
2121,2012-10-30,1120,weekday
2727,2012-10-30,1125,weekday
00,2012-10-30,1130,weekday
00,2012-10-30,1135,weekday
00,2012-10-30,1140,weekday
00,2012-10-30,1145,weekday
00,2012-10-30,1150,weekday
00,2012-10-30,1155,weekday
00,2012-10-30,1200,weekday
00,2012-10-30,1205,weekday
5858,2012-10-30,1210,weekday
00,2012-10-30,1215,weekday
00,2012-10-30,1220,weekday
00,2012-10-30,1225,weekday
00,2012-10-30,1230,weekday
00,2012-10-30,1235,weekday
00,2012-10-30,1240,weekday
00,2012-10-30,1245,weekday
2929,2012-10-30,1250,weekday
1313,2012-10-30,1255,weekday
1717,2012-10-30,1300,weekday
3535,2012-10-30,1305,weekday
105105,2012-10-30,1310,weekday
2828,2012-10-30,1315,weekday
2020,2012-10-30,1320,weekday
6666,2012-10-30,1325,weekday
1010,2012-10-30,1330,weekday
100100,2012-10-30,1335,weekday
4848,2012-10-30,1340,weekday
3232,2012-10-30,1345,weekday
00,2012-10-30,1350,weekday
5656,2012-10-30,1355,weekday
137137,2012-10-30,1400,weekday
364364,2012-10-30,1405,weekday
477477,2012-10-30,1410,weekday
509509,2012-10-30,1415,weekday
213213,2012-10-30,1420,weekday
281281,2012-10-30,1425,weekday
00,2012-10-30,1430,weekday
00,2012-10-30,1435,weekday
2222,2012-10-30,1440,weekday
440440,2012-10-30,1445,weekday
468468,2012-10-30,1450,weekday
432432,2012-10-30,1455,weekday
5050,2012-10-30,1500,weekday
00,2012-10-30,1505,weekday
2222,2012-10-30,1510,weekday
00,2012-10-30,1515,weekday
3737,2012-10-30,1520,weekday
6060,2012-10-30,1525,weekday
1212,2012-10-30,1530,weekday
00,2012-10-30,1535,weekday
4040,2012-10-30,1540,weekday
3333,2012-10-30,1545,weekday
00,2012-10-30,1550,weekday
00,2012-10-30,1555,weekday
00,2012-10-30,1600,weekday
00,2012-10-30,1605,weekday
00,2012-10-30,1610,weekday
00,2012-10-30,1615,weekday
00,2012-10-30,1620,weekday
00,2012-10-30,1625,weekday
00,2012-10-30,1630,weekday
00,2012-10-30,1635,weekday
00,2012-10-30,1640,weekday
00,2012-10-30,1645,weekday
00,2012-10-30,1650,weekday
00,2012-10-30,1655,weekday
3232,2012-10-30,1700,weekday
00,2012-10-30,1705,weekday
00,2012-10-30,1710,weekday
2424,2012-10-30,1715,weekday
6060,2012-10-30,1720,weekday
2727,2012-10-30,1725,weekday
9696,2012-10-30,1730,weekday
3535,2012-10-30,1735,weekday
7878,2012-10-30,1740,weekday
00,2012-10-30,1745,weekday
3737,2012-10-30,1750,weekday
99,2012-10-30,1755,weekday
00,2012-10-30,1800,weekday
1717,2012-10-30,1805,weekday
3737,2012-10-30,1810,weekday
4848,2012-10-30,1815,weekday
3939,2012-10-30,1820,weekday
119119,2012-10-30,1825,weekday
515515,2012-10-30,1830,weekday
523523,2012-10-30,1835,weekday
488488,2012-10-30,1840,weekday
425425,2012-10-30,1845,weekday
495495,2012-10-30,1850,weekday
129129,2012-10-30,1855,weekday
7272,2012-10-30,1900,weekday
7171,2012-10-30,1905,weekday
2020,2012-10-30,1910,weekday
00,2012-10-30,1915,weekday
6565,2012-10-30,1920,weekday
00,2012-10-30,1925,weekday
00,2012-10-30,1930,weekday
3535,2012-10-30,1935,weekday
2525,2012-10-30,1940,weekday
3131,2012-10-30,1945,weekday
00,2012-10-30,1950,weekday
00,2012-10-30,1955,weekday
00,2012-10-30,2000,weekday
00,2012-10-30,2005,weekday
00,2012-10-30,2010,weekday
00,2012-10-30,2015,weekday
00,2012-10-30,2020,weekday
00,2012-10-30,2025,weekday
00,2012-10-30,2030,weekday
5151,2012-10-30,2035,weekday
00,2012-10-30,2040,weekday
00,2012-10-30,2045,weekday
00,2012-10-30,2050,weekday
00,2012-10-30,2055,weekday
3434,2012-10-30,2100,weekday
349349,2012-10-30,2105,weekday
272272,2012-10-30,2110,weekday
154154,2012-10-30,2115,weekday
142142,2012-10-30,2120,weekday
1616,2012-10-30,2125,weekday
00,2012-10-30,2130,weekday
00,2012-10-30,2135,weekday
1414,2012-10-30,2140,weekday
00,2012-10-30,2145,weekday
00,2012-10-30,2150,weekday
00,2012-10-30,2155,weekday
00,2012-10-30,2200,weekday
00,2012-10-30,2205,weekday
00,2012-10-30,2210,weekday
00,2012-10-30,2215,weekday
00,2012-10-30,2220,weekday
00,2012-10-30,2225,weekday
00,2012-10-30,2230,weekday
00,2012-10-30,2235,weekday
00,2012-10-30,2240,weekday
00,2012-10-30,2245,weekday
00,2012-10-30,2250,weekday
00,2012-10-30,2255,weekday
00,2012-10-30,2300,weekday
00,2012-10-30,2305,weekday
00,2012-10-30,2310,weekday
00,2012-10-30,2315,weekday
00,2012-10-30,2320,weekday
00,2012-10-30,2325,weekday
00,2012-10-30,2330,weekday
00,2012-10-30,2335,weekday
00,2012-10-30,2340,weekday
00,2012-10-30,2345,weekday
00,2012-10-30,2350,weekday
00,2012-10-30,2355,weekday
00,2012-10-31,0,weekday
00,2012-10-31,5,weekday
00,2012-10-31,10,weekday
00,2012-10-31,15,weekday
00,2012-10-31,20,weekday
00,2012-10-31,25,weekday
00,2012-10-31,30,weekday
00,2012-10-31,35,weekday
00,2012-10-31,40,weekday
00,2012-10-31,45,weekday
00,2012-10-31,50,weekday
00,2012-10-31,55,weekday
00,2012-10-31,100,weekday
00,2012-10-31,105,weekday
00,2012-10-31,110,weekday
00,2012-10-31,115,weekday
00,2012-10-31,120,weekday
00,2012-10-31,125,weekday
00,2012-10-31,130,weekday
00,2012-10-31,135,weekday
00,2012-10-31,140,weekday
00,2012-10-31,145,weekday
00,2012-10-31,150,weekday
00,2012-10-31,155,weekday
00,2012-10-31,200,weekday
00,2012-10-31,205,weekday
00,2012-10-31,210,weekday
00,2012-10-31,215,weekday
00,2012-10-31,220,weekday
00,2012-10-31,225,weekday
00,2012-10-31,230,weekday
00,2012-10-31,235,weekday
00,2012-10-31,240,weekday
00,2012-10-31,245,weekday
00,2012-10-31,250,weekday
00,2012-10-31,255,weekday
00,2012-10-31,300,weekday
00,2012-10-31,305,weekday
00,2012-10-31,310,weekday
00,2012-10-31,315,weekday
00,2012-10-31,320,weekday
00,2012-10-31,325,weekday
00,2012-10-31,330,weekday
00,2012-10-31,335,weekday
00,2012-10-31,340,weekday
00,2012-10-31,345,weekday
00,2012-10-31,350,weekday
00,2012-10-31,355,weekday
00,2012-10-31,400,weekday
00,2012-10-31,405,weekday
00,2012-10-31,410,weekday
00,2012-10-31,415,weekday
00,2012-10-31,420,weekday
00,2012-10-31,425,weekday
00,2012-10-31,430,weekday
00,2012-10-31,435,weekday
00,2012-10-31,440,weekday
00,2012-10-31,445,weekday
00,2012-10-31,450,weekday
00,2012-10-31,455,weekday
00,2012-10-31,500,weekday
00,2012-10-31,505,weekday
00,2012-10-31,510,weekday
00,2012-10-31,515,weekday
00,2012-10-31,520,weekday
00,2012-10-31,525,weekday
00,2012-10-31,530,weekday
00,2012-10-31,535,weekday
00,2012-10-31,540,weekday
00,2012-10-31,545,weekday
00,2012-10-31,550,weekday
00,2012-10-31,555,weekday
00,2012-10-31,600,weekday
00,2012-10-31,605,weekday
00,2012-10-31,610,weekday
00,2012-10-31,615,weekday
00,2012-10-31,620,weekday
00,2012-10-31,625,weekday
2222,2012-10-31,630,weekday
6363,2012-10-31,635,weekday
3636,2012-10-31,640,weekday
6565,2012-10-31,645,weekday
8484,2012-10-31,650,weekday
436436,2012-10-31,655,weekday
594594,2012-10-31,700,weekday
443443,2012-10-31,705,weekday
749749,2012-10-31,710,weekday
717717,2012-10-31,715,weekday
751751,2012-10-31,720,weekday
747747,2012-10-31,725,weekday
757757,2012-10-31,730,weekday
714714,2012-10-31,735,weekday
301301,2012-10-31,740,weekday
584584,2012-10-31,745,weekday
358358,2012-10-31,750,weekday
00,2012-10-31,755,weekday
3232,2012-10-31,800,weekday
00,2012-10-31,805,weekday
00,2012-10-31,810,weekday
00,2012-10-31,815,weekday
1515,2012-10-31,820,weekday
8585,2012-10-31,825,weekday
146146,2012-10-31,830,weekday
00,2012-10-31,835,weekday
00,2012-10-31,840,weekday
00,2012-10-31,845,weekday
1818,2012-10-31,850,weekday
1818,2012-10-31,855,weekday
00,2012-10-31,900,weekday
2323,2012-10-31,905,weekday
00,2012-10-31,910,weekday
143143,2012-10-31,915,weekday
463463,2012-10-31,920,weekday
00,2012-10-31,925,weekday
103103,2012-10-31,930,weekday
00,2012-10-31,935,weekday
00,2012-10-31,940,weekday
00,2012-10-31,945,weekday
123123,2012-10-31,950,weekday
260260,2012-10-31,955,weekday
122122,2012-10-31,1000,weekday
00,2012-10-31,1005,weekday
00,2012-10-31,1010,weekday
00,2012-10-31,1015,weekday
00,2012-10-31,1020,weekday
00,2012-10-31,1025,weekday
206206,2012-10-31,1030,weekday
128128,2012-10-31,1035,weekday
6767,2012-10-31,1040,weekday
88,2012-10-31,1045,weekday
00,2012-10-31,1050,weekday
1515,2012-10-31,1055,weekday
2020,2012-10-31,1100,weekday
00,2012-10-31,1105,weekday
00,2012-10-31,1110,weekday
00,2012-10-31,1115,weekday
00,2012-10-31,1120,weekday
00,2012-10-31,1125,weekday
00,2012-10-31,1130,weekday
00,2012-10-31,1135,weekday
00,2012-10-31,1140,weekday
00,2012-10-31,1145,weekday
00,2012-10-31,1150,weekday
00,2012-10-31,1155,weekday
00,2012-10-31,1200,weekday
00,2012-10-31,1205,weekday
00,2012-10-31,1210,weekday
00,2012-10-31,1215,weekday
286286,2012-10-31,1220,weekday
136136,2012-10-31,1225,weekday
170170,2012-10-31,1230,weekday
00,2012-10-31,1235,weekday
00,2012-10-31,1240,weekday
00,2012-10-31,1245,weekday
00,2012-10-31,1250,weekday
157157,2012-10-31,1255,weekday
00,2012-10-31,1300,weekday
00,2012-10-31,1305,weekday
77,2012-10-31,1310,weekday
00,2012-10-31,1315,weekday
00,2012-10-31,1320,weekday
00,2012-10-31,1325,weekday
00,2012-10-31,1330,weekday
00,2012-10-31,1335,weekday
6565,2012-10-31,1340,weekday
00,2012-10-31,1345,weekday
00,2012-10-31,1350,weekday
00,2012-10-31,1355,weekday
5555,2012-10-31,1400,weekday
00,2012-10-31,1405,weekday
00,2012-10-31,1410,weekday
00,2012-10-31,1415,weekday
8282,2012-10-31,1420,weekday
112112,2012-10-31,1425,weekday
8383,2012-10-31,1430,weekday
1717,2012-10-31,1435,weekday
00,2012-10-31,1440,weekday
00,2012-10-31,1445,weekday
00,2012-10-31,1450,weekday
00,2012-10-31,1455,weekday
00,2012-10-31,1500,weekday
00,2012-10-31,1505,weekday
00,2012-10-31,1510,weekday
00,2012-10-31,1515,weekday
00,2012-10-31,1520,weekday
00,2012-10-31,1525,weekday
00,2012-10-31,1530,weekday
66,2012-10-31,1535,weekday
1818,2012-10-31,1540,weekday
00,2012-10-31,1545,weekday
00,2012-10-31,1550,weekday
00,2012-10-31,1555,weekday
00,2012-10-31,1600,weekday
148148,2012-10-31,1605,weekday
492492,2012-10-31,1610,weekday
191191,2012-10-31,1615,weekday
00,2012-10-31,1620,weekday
00,2012-10-31,1625,weekday
5959,2012-10-31,1630,weekday
1717,2012-10-31,1635,weekday
2727,2012-10-31,1640,weekday
00,2012-10-31,1645,weekday
00,2012-10-31,1650,weekday
00,2012-10-31,1655,weekday
4848,2012-10-31,1700,weekday
5858,2012-10-31,1705,weekday
8989,2012-10-31,1710,weekday
2424,2012-10-31,1715,weekday
180180,2012-10-31,1720,weekday
414414,2012-10-31,1725,weekday
148148,2012-10-31,1730,weekday
306306,2012-10-31,1735,weekday
111111,2012-10-31,1740,weekday
314314,2012-10-31,1745,weekday
6363,2012-10-31,1750,weekday
6868,2012-10-31,1755,weekday
5353,2012-10-31,1800,weekday
6363,2012-10-31,1805,weekday
1212,2012-10-31,1810,weekday
00,2012-10-31,1815,weekday
2929,2012-10-31,1820,weekday
171171,2012-10-31,1825,weekday
1111,2012-10-31,1830,weekday
7777,2012-10-31,1835,weekday
3636,2012-10-31,1840,weekday
4242,2012-10-31,1845,weekday
6464,2012-10-31,1850,weekday
00,2012-10-31,1855,weekday
8282,2012-10-31,1900,weekday
4848,2012-10-31,1905,weekday
457457,2012-10-31,1910,weekday
503503,2012-10-31,1915,weekday
140140,2012-10-31,1920,weekday
4040,2012-10-31,1925,weekday
5151,2012-10-31,1930,weekday
00,2012-10-31,1935,weekday
00,2012-10-31,1940,weekday
00,2012-10-31,1945,weekday
00,2012-10-31,1950,weekday
00,2012-10-31,1955,weekday
00,2012-10-31,2000,weekday
00,2012-10-31,2005,weekday
00,2012-10-31,2010,weekday
00,2012-10-31,2015,weekday
00,2012-10-31,2020,weekday
00,2012-10-31,2025,weekday
00,2012-10-31,2030,weekday
00,2012-10-31,2035,weekday
00,2012-10-31,2040,weekday
00,2012-10-31,2045,weekday
00,2012-10-31,2050,weekday
00,2012-10-31,2055,weekday
00,2012-10-31,2100,weekday
00,2012-10-31,2105,weekday
00,2012-10-31,2110,weekday
00,2012-10-31,2115,weekday
00,2012-10-31,2120,weekday
00,2012-10-31,2125,weekday
00,2012-10-31,2130,weekday
00,2012-10-31,2135,weekday
00,2012-10-31,2140,weekday
00,2012-10-31,2145,weekday
00,2012-10-31,2150,weekday
00,2012-10-31,2155,weekday
00,2012-10-31,2200,weekday
00,2012-10-31,2205,weekday
00,2012-10-31,2210,weekday
9090,2012-10-31,2215,weekday
7878,2012-10-31,2220,weekday
00,2012-10-31,2225,weekday
00,2012-10-31,2230,weekday
00,2012-10-31,2235,weekday
00,2012-10-31,2240,weekday
00,2012-10-31,2245,weekday
00,2012-10-31,2250,weekday
00,2012-10-31,2255,weekday
00,2012-10-31,2300,weekday
00,2012-10-31,2305,weekday
00,2012-10-31,2310,weekday
00,2012-10-31,2315,weekday
00,2012-10-31,2320,weekday
00,2012-10-31,2325,weekday
00,2012-10-31,2330,weekday
00,2012-10-31,2335,weekday
00,2012-10-31,2340,weekday
00,2012-10-31,2345,weekday
00,2012-10-31,2350,weekday
00,2012-10-31,2355,weekday
00,2012-11-01,0,weekday
00,2012-11-01,5,weekday
00,2012-11-01,10,weekday
00,2012-11-01,15,weekday
00,2012-11-01,20,weekday
00,2012-11-01,25,weekday
00,2012-11-01,30,weekday
00,2012-11-01,35,weekday
00,2012-11-01,40,weekday
00,2012-11-01,45,weekday
00,2012-11-01,50,weekday
00,2012-11-01,55,weekday
00,2012-11-01,100,weekday
00,2012-11-01,105,weekday
00,2012-11-01,110,weekday
00,2012-11-01,115,weekday
00,2012-11-01,120,weekday
00,2012-11-01,125,weekday
00,2012-11-01,130,weekday
00,2012-11-01,135,weekday
00,2012-11-01,140,weekday
00,2012-11-01,145,weekday
00,2012-11-01,150,weekday
00,2012-11-01,155,weekday
00,2012-11-01,200,weekday
00,2012-11-01,205,weekday
00,2012-11-01,210,weekday
00,2012-11-01,215,weekday
00,2012-11-01,220,weekday
00,2012-11-01,225,weekday
00,2012-11-01,230,weekday
00,2012-11-01,235,weekday
00,2012-11-01,240,weekday
00,2012-11-01,245,weekday
00,2012-11-01,250,weekday
00,2012-11-01,255,weekday
00,2012-11-01,300,weekday
00,2012-11-01,305,weekday
00,2012-11-01,310,weekday
00,2012-11-01,315,weekday
00,2012-11-01,320,weekday
00,2012-11-01,325,weekday
00,2012-11-01,330,weekday
00,2012-11-01,335,weekday
00,2012-11-01,340,weekday
00,2012-11-01,345,weekday
00,2012-11-01,350,weekday
00,2012-11-01,355,weekday
00,2012-11-01,400,weekday
00,2012-11-01,405,weekday
00,2012-11-01,410,weekday
00,2012-11-01,415,weekday
00,2012-11-01,420,weekday
00,2012-11-01,425,weekday
00,2012-11-01,430,weekday
00,2012-11-01,435,weekday
00,2012-11-01,440,weekday
00,2012-11-01,445,weekday
00,2012-11-01,450,weekday
00,2012-11-01,455,weekday
00,2012-11-01,500,weekday
00,2012-11-01,505,weekday
00,2012-11-01,510,weekday
00,2012-11-01,515,weekday
00,2012-11-01,520,weekday
00,2012-11-01,525,weekday
00,2012-11-01,530,weekday
00,2012-11-01,535,weekday
00,2012-11-01,540,weekday
00,2012-11-01,545,weekday
00,2012-11-01,550,weekday
00,2012-11-01,555,weekday
00,2012-11-01,600,weekday
00,2012-11-01,605,weekday
00,2012-11-01,610,weekday
00,2012-11-01,615,weekday
00,2012-11-01,620,weekday
00,2012-11-01,625,weekday
00,2012-11-01,630,weekday
00,2012-11-01,635,weekday
00,2012-11-01,640,weekday
00,2012-11-01,645,weekday
00,2012-11-01,650,weekday
00,2012-11-01,655,weekday
00,2012-11-01,700,weekday
00,2012-11-01,705,weekday
00,2012-11-01,710,weekday
00,2012-11-01,715,weekday
00,2012-11-01,720,weekday
00,2012-11-01,725,weekday
00,2012-11-01,730,weekday
00,2012-11-01,735,weekday
00,2012-11-01,740,weekday
00,2012-11-01,745,weekday
00,2012-11-01,750,weekday
00,2012-11-01,755,weekday
00,2012-11-01,800,weekday
00,2012-11-01,805,weekday
00,2012-11-01,810,weekday
00,2012-11-01,815,weekday
